ID do Ponto;ID do Merchant;Merchant Category Code (MCC);NUIB do Merchant;Tipo de POS;Código do Distrito;Latitude;Longitude;Estado do POS;Data de última actualização do Estado
BCO05POS0000035;BCO05MER0000035;5812;18185282119;01;0113;-14.4611;33.5030;01;23-07-2025
BCO05POS0000036;BCO05MER0000036;5411;39444079972;01;0804;-21.7403;33.7381;01;01-03-2025
BCO05POS0000037;BCO05MER0000037;9399;14109059221;01;0317;-22.8902;34.2785;01;17-05-2025
BCO05POS0000038;BCO05MER0000038;5411;14922741206;01;0303;-19.7944;30.0931;01;23-04-2025
BCO05POS0000039;BCO05MER0000039;5732;15444728313;01;1004;-12.6587;32.0585;01;13-02-2025
BCO05POS0000040;BCO05MER0000040;5812;19073399915;01;1004;-12.4350;34.3935;03;04-01-2025
BCO05POS0000041;BCO05MER0000041;4814;56806522679;01;0316;-18.6549;30.0138;02;28-06-2025
BCO05POS0000042;BCO05MER0000042;4814;93768616396;01;0603;-17.9358;34.7978;01;04-08-2025
BCO05POS0000043;BCO05MER0000043;9399;50963470317;01;0212;-24.7637;38.3059;01;15-03-2025
BCO05POS0000044;BCO05MER0000044;5732;38920961000;01;0116;-13.9264;33.5926;01;09-09-2025
BCO05POS0000045;BCO05MER0000045;5411;66399826592;02;0704;-17.3691;36.3555;01;19-02-2025
BCO05POS0000046;BCO05MER0000046;7011;68605207774;01;0701;-23.7747;35.4302;01;26-07-2025
BCO05POS0000047;BCO05MER0000047;4111;37775690767;01;0506;-12.7981;33.0600;01;02-12-2025
BCO05POS0000048;BCO05MER0000048;4111;28604796854;01;0511;-22.4355;32.5001;01;27-12-2025
BCO05POS0000049;BCO05MER0000049;7011;74745037424;02;0709;-25.2833;37.4754;01;08-03-2025
BCO05POS0000050;BCO05MER0000050;4814;12384915576;01;0909;-22.4848;35.7619;01;11-11-2025
BCO05POS0000051;BCO05MER0000051;5411;78321215190;02;1001;-24.4851;30.5099;01;26-11-2025
BCO05POS0000052;BCO05MER0000052;4111;84167435493;01;0709;-15.3762;38.5592;01;20-05-2025
BCO05POS0000053;BCO05MER0000053;4111;46938260125;01;1006;-20.6706;33.9284;01;15-12-2025
BCO05POS0000054;BCO05MER0000054;4111;97662055971;01;0308;-23.1383;30.2996;01;10-07-2025
BCO05POS0000055;BCO05MER0000055;5411;79191127785;02;0214;-14.1160;32.4559;01;04-08-2025
BCO05POS0000056;BCO05MER0000056;4814;64805986333;01;0803;-13.6254;32.6760;01;26-11-2025
BCO05POS0000057;BCO05MER0000057;5541;74948865018;01;0421;-18.5808;30.5117;01;20-04-2025
BCO05POS0000058;BCO05MER0000058;5411;10316879495;01;0911;-25.3464;33.4666;01;06-09-2025
BCO05POS0000059;BCO05MER0000059;5691;57979021538;02;0913;-16.2677;37.3444;01;18-09-2025
BCO05POS0000060;BCO05MER0000060;4111;96352728496;01;0802;-23.5548;35.9793;01;20-09-2025
BCO05POS0000061;BCO05MER0000061;5812;81966606879;01;0813;-20.2201;33.3403;01;26-11-2025
BCO05POS0000062;BCO05MER0000062;5812;09007998345;01;1007;-11.9540;39.8692;01;26-05-2025
BCO05POS0000063;BCO05MER0000063;5541;67044929052;01;0211;-18.1881;33.7620;01;22-09-2025
BCO05POS0000064;BCO05MER0000064;9399;07318866141;01;0711;-14.3973;32.7561;01;15-08-2025
BCO05POS0000065;BCO05MER0000065;5912;01061211844;01;1001;-23.3668;31.9040;01;14-09-2025
BCO05POS0000066;BCO05MER0000066;4814;17167231436;01;1001;-24.9098;31.4302;01;17-10-2025
BCO05POS0000067;BCO05MER0000067;5541;44720990554;01;0608;-20.4821;38.9987;01;01-10-2025
BCO05POS0000068;BCO05MER0000068;5411;04286791517;01;0308;-12.3233;30.9691;01;09-12-2025
BCO05POS0000069;BCO05MER0000069;4814;58911253551;01;0310;-16.2052;33.2401;01;28-04-2025
BCO05POS0000070;BCO05MER0000070;5812;56743679395;02;1006;-22.9851;33.1560;01;17-05-2025
BCO05POS0000071;BCO05MER0000071;5812;17627402748;01;0103;-10.1060;36.6585;01;16-12-2025
BCO05POS0000072;BCO05MER0000072;5541;13501704333;01;1005;-21.5600;31.6296;01;11-03-2025
BCO05POS0000073;BCO05MER0000073;5732;98879097941;01;0909;-14.7937;36.0762;01;18-09-2025
BCO05POS0000074;BCO05MER0000074;5411;57268397213;01;0701;-21.5940;32.9821;01;04-11-2025
BCO05POS0000075;BCO05MER0000075;5411;03316627678;01;0703;-17.1081;31.6963;01;18-10-2025
BCO05POS0000076;BCO05MER0000076;9399;09353825286;01;0301;-17.5621;39.5079;01;13-12-2025
BCO05POS0000077;BCO05MER0000077;4111;63087827930;01;0209;-17.3783;32.4562;01;29-12-2025
BCO05POS0000078;BCO05MER0000078;5411;80629514601;01;0213;-18.1996;37.9357;01;17-10-2025
BCO05POS0000079;BCO05MER0000079;4111;57953820356;01;0709;-23.5717;35.8401;01;30-11-2025
BCO05POS0000080;BCO05MER0000080;5691;94479054001;01;0210;-23.8272;33.2207;01;10-01-2025
BCO05POS0000081;BCO05MER0000081;9399;88584912051;01;0212;-12.9793;34.0828;01;11-04-2025
BCO05POS0000082;BCO05MER0000082;5541;17436481754;01;0305;-25.3651;30.5176;03;10-04-2025
BCO05POS0000083;BCO05MER0000083;4111;28786734930;01;0311;-20.0695;38.3632;01;17-03-2025
BCO05POS0000084;BCO05MER0000084;5812;34267909779;01;0216;-10.8160;37.6690;01;23-01-2025
BCO05POS0000085;BCO05MER0000085;4814;09364461122;01;0319;-11.6291;39.6294;01;19-04-2025
BCO05POS0000086;BCO05MER0000086;5812;34311658557;01;0305;-22.5569;36.6123;01;23-01-2025
BCO05POS0000087;BCO05MER0000087;4111;72575776497;01;0705;-13.7270;34.5168;01;19-03-2025
BCO05POS0000088;BCO05MER0000088;5691;98802607726;02;0608;-22.3782;32.7869;01;17-06-2025
BCO05POS0000089;BCO05MER0000089;4111;18931077953;01;0808;-10.2387;30.8325;01;02-07-2025
BCO05POS0000090;BCO05MER0000090;5812;32362839670;01;0808;-22.1334;39.1937;01;07-04-2025
BCO05POS0000091;BCO05MER0000091;4814;94450222829;01;0703;-15.7355;31.3621;01;09-11-2025
BCO05POS0000092;BCO05MER0000092;5541;43083894742;01;0704;-14.6231;32.1471;01;09-08-2025
BCO05POS0000093;BCO05MER0000093;5912;46199539085;01;0311;-16.9150;36.9655;01;20-04-2025
BCO05POS0000094;BCO05MER0000094;4111;72905251987;01;0204;-11.1537;37.5429;01;16-12-2025
BCO05POS0000095;BCO05MER0000095;4111;54284192182;02;1003;-25.8075;34.1237;01;02-11-2025
BCO05POS0000096;BCO05MER0000096;5912;97605282847;01;1006;-21.8570;39.2087;01;19-09-2025
BCO05POS0000097;BCO05MER0000097;5411;37251635143;02;0116;-25.8301;33.3472;01;03-12-2025
BCO05POS0000098;BCO05MER0000098;5732;76458308083;01;0713;-22.6300;34.1455;01;16-07-2025
BCO05POS0000099;BCO05MER0000099;5541;80629514601;02;0213;-18.7022;31.1354;02;04-11-2025
BCO05POS0000100;BCO05MER0000100;5541;89267542435;02;0318;-23.1616;39.6456;01;23-06-2025
BCO05POS0000101;BCO05MER0000101;5812;83065628014;01;0812;-23.4541;38.3278;01;09-04-2025
BCO05POS0000102;BCO05MER0000102;5812;30597158969;02;0610;-23.6752;33.0394;01;23-04-2025
BCO05POS0000103;BCO05MER0000103;5812;16062695653;02;0503;-20.0094;31.3828;01;01-01-2025
BCO05POS0000104;BCO05MER0000104;5812;17167231436;01;1001;-10.1469;31.2263;01;13-02-2025
BCO05POS0000105;BCO05MER0000105;5992;43398009240;01;0909;-15.1517;35.4348;01;14-03-2025
BCO05POS0000106;BCO05MER0000106;5691;66731234644;02;0907;-25.6255;34.3467;01;21-05-2025
BCO05POS0000107;BCO05MER0000107;4814;95252484023;01;0308;-22.3292;35.5004;01;23-01-2025
BCO05POS0000108;BCO05MER0000108;5732;06563101051;02;0607;-25.7420;32.3144;01;17-07-2025
BCO05POS0000109;BCO05MER0000109;5812;67101186728;01;0316;-23.1353;37.5825;01;22-01-2025
BCO05POS0000110;BCO05MER0000110;7011;34041228950;01;0609;-18.7566;38.9718;01;11-11-2025
BCO05POS0000111;BCO05MER0000111;5912;65254012713;02;1002;-14.6992;32.3770;01;08-12-2025
BCO05POS0000112;BCO05MER0000112;7011;68722013742;01;0301;-17.3074;35.6695;01;05-12-2025
BCO05POS0000113;BCO05MER0000113;9399;67132164232;01;0301;-15.2132;33.3416;01;06-02-2025
BCO05POS0000114;BCO05MER0000114;5541;95329258763;02;1005;-24.2281;39.6062;01;16-06-2025
BCO05POS0000115;BCO05MER0000115;5912;94392074584;01;1006;-20.6095;32.8049;01;03-01-2025
BCO05POS0000116;BCO05MER0000116;4814;61591976420;01;0710;-11.7183;32.0377;01;17-12-2025
BCO05POS0000117;BCO05MER0000117;4814;21940566168;01;0316;-16.7390;32.7741;01;01-02-2025
BCO05POS0000118;BCO05MER0000118;4111;94553323906;01;0422;-18.7933;30.6880;01;14-02-2025
BCO05POS0000119;BCO05MER0000119;4111;80833668742;01;0708;-23.0937;38.7428;01;29-05-2025
BCO05POS0000120;BCO05MER0000120;5912;70008589312;01;0408;-23.2927;30.0748;01;23-04-2025
BCO05POS0000121;BCO05MER0000121;5732;67728605678;01;0609;-16.1538;31.9164;01;01-11-2025
BCO05POS0000122;BCO05MER0000122;5912;85616030355;01;1003;-24.8987;30.7703;01;12-01-2025
BCO05POS0000123;BCO05MER0000123;9399;54191133658;01;0906;-22.0805;32.9979;01;30-06-2025
BCO05POS0000124;BCO05MER0000124;7011;94479054001;01;0210;-14.8778;30.9580;01;21-08-2025
BCO05POS0000125;BCO05MER0000125;9399;81971285016;01;0713;-16.2381;36.4605;01;13-05-2025
BCO05POS0000126;BCO05MER0000126;9399;15408771089;01;0510;-21.3539;32.9017;02;16-08-2025
BCO05POS0000127;BCO05MER0000127;5812;68013439525;01;0902;-18.9818;32.4983;01;09-01-2025
BCO05POS0000128;BCO05MER0000128;5812;56938348502;02;0312;-21.6131;38.7017;01;21-02-2025
BCO05POS0000129;BCO05MER0000129;7011;76054032698;01;0703;-25.3440;38.3259;01;31-07-2025
BCO05POS0000130;BCO05MER0000130;5912;50452132067;01;0903;-16.5102;38.0799;01;29-06-2025
BCO05POS0000131;BCO05MER0000131;5411;01061211844;02;1001;-21.8728;34.4661;01;30-03-2025
BCO05POS0000132;BCO05MER0000132;5691;71812189458;01;0311;-16.3304;38.1338;02;03-01-2025
BCO05POS0000133;BCO05MER0000133;5992;42168020708;01;0319;-20.3911;37.7046;01;24-04-2025
BCO05POS0000134;BCO05MER0000134;7011;28853338843;01;0512;-19.5305;35.2260;01;31-12-2025
BCO05POS0000135;BCO05MER0000135;5812;75919841797;01;0504;-16.0474;32.4348;01;08-06-2025
BCO05POS0000136;BCO05MER0000136;5411;51727167180;01;0514;-15.2389;33.7038;01;01-07-2025
BCO05POS0000137;BCO05MER0000137;4111;50963470317;01;0212;-25.1996;35.3616;01;07-02-2025
BCO05POS0000138;BCO05MER0000138;5411;63533288581;02;0414;-25.1373;35.3262;01;29-01-2025
BCO05POS0000139;BCO05MER0000139;5411;92772675610;01;0808;-20.0851;39.7400;01;24-09-2025
BCO05POS0000140;BCO05MER0000140;7011;58722643162;01;0710;-20.2940;32.0829;01;12-09-2025
BCO05POS0000141;BCO05MER0000141;5812;09293637273;01;1008;-21.1316;38.3833;01;14-03-2025
BCO05POS0000142;BCO05MER0000142;4814;20300256545;02;0301;-23.3325;32.1608;01;02-10-2025
BCO05POS0000143;BCO05MER0000143;5691;61539005246;01;0407;-13.7787;37.2895;01;22-05-2025
BCO05POS0000144;BCO05MER0000144;5812;81966606879;01;0813;-16.0738;37.0141;01;21-06-2025
BCO05POS0000145;BCO05MER0000145;4111;29957927606;01;0712;-12.0551;33.0669;01;15-02-2025
BCO05POS0000146;BCO05MER0000146;5912;83065628014;01;0812;-11.1911;34.5018;01;16-10-2025
BCO05POS0000147;BCO05MER0000147;9399;56806522679;02;0316;-23.7138;32.4417;01;28-12-2025
BCO05POS0000148;BCO05MER0000148;5541;13501704333;01;1005;-17.1886;39.1133;01;04-01-2025
BCO05POS0000149;BCO05MER0000149;4111;04020219422;02;0411;-13.5237;31.9128;01;18-02-2025
BCO05POS0000150;BCO05MER0000150;4111;52739766839;01;0317;-24.5753;37.3774;01;06-10-2025
BCO05POS0000151;BCO05MER0000151;5732;16370641474;01;0211;-21.2037;34.1373;01;27-03-2025
BCO05POS0000152;BCO05MER0000152;5812;31962119544;01;0709;-23.8003;39.0898;01;14-05-2025
BCO05POS0000153;BCO05MER0000153;5541;94553994865;01;0112;-25.4347;37.7625;01;02-01-2025
BCO05POS0000154;BCO05MER0000154;5812;01799718283;01;0301;-17.2756;32.1012;01;28-10-2025
BCO05POS0000155;BCO05MER0000155;4814;49455757417;01;0317;-24.3103;37.6430;01;24-01-2025
BCO05POS0000156;BCO05MER0000156;5691;02326809922;01;0704;-18.5902;32.7910;01;23-12-2025
BCO05POS0000157;BCO05MER0000157;5411;30641155924;02;0701;-22.7279;30.4046;01;17-12-2025
BCO05POS0000158;BCO05MER0000158;5812;98387671961;01;0508;-13.8910;37.6470;01;20-05-2025
BCO05POS0000159;BCO05MER0000159;5411;36539969740;01;0302;-18.0864;37.2452;01;01-12-2025
BCO05POS0000160;BCO05MER0000160;4111;76492200123;01;0306;-20.3577;31.4206;01;03-10-2025
BCO05POS0000161;BCO05MER0000161;4111;34330706008;01;0413;-23.5564;31.0201;01;25-08-2025
BCO05POS0000162;BCO05MER0000162;7011;76054032698;01;0703;-22.3768;36.8850;01;20-11-2025
BCO05POS0000163;BCO05MER0000163;4814;47337279436;01;1001;-11.6386;35.6102;01;04-10-2025
BCO05POS0000164;BCO05MER0000164;5812;94479054001;01;0210;-17.0450;38.4631;01;20-05-2025
BCO05POS0000165;BCO05MER0000165;5812;14714050227;01;1004;-20.5899;35.4418;01;31-12-2025
BCO05POS0000166;BCO05MER0000166;5411;15088811973;01;0702;-23.7879;35.0304;01;01-10-2025
BCO05POS0000167;BCO05MER0000167;5541;84144462803;01;0609;-13.1200;36.1715;03;21-10-2025
BCO05POS0000168;BCO05MER0000168;5541;62376294475;02;0421;-10.2663;33.3421;01;12-12-2025
BCO05POS0000169;BCO05MER0000169;5691;01245237016;02;0411;-14.0272;39.9763;01;27-02-2025
BCO05POS0000170;BCO05MER0000170;5411;52800534529;01;1006;-22.3043;31.3690;01;10-03-2025
BCO05POS0000171;BCO05MER0000171;5812;01061211844;01;1001;-14.5761;39.5220;01;27-01-2025
BCO05POS0000172;BCO05MER0000172;9399;46298543802;01;0605;-19.6953;32.6341;01;12-05-2025
BCO05POS0000173;BCO05MER0000173;5812;99722034399;01;0306;-20.9214;34.9296;01;25-09-2025
BCO05POS0000174;BCO05MER0000174;5411;99190971382;01;0711;-20.3317;39.1902;01;15-11-2025
BCO05POS0000175;BCO05MER0000175;9399;71902348439;01;0317;-10.5098;31.2730;01;13-05-2025
BCO05POS0000176;BCO05MER0000176;5411;11901548944;01;0707;-10.1447;38.0948;01;18-04-2025
BCO05POS0000177;BCO05MER0000177;7011;23446874639;01;0206;-20.5017;35.8041;03;06-02-2025
BCO05POS0000178;BCO05MER0000178;5411;84765874694;02;0411;-21.8427;31.8486;02;28-05-2025
BCO05POS0000179;BCO05MER0000179;5691;39407210411;01;0511;-10.6234;35.7771;01;27-07-2025
BCO05POS0000180;BCO05MER0000180;5411;04082559458;01;0211;-14.4500;38.8024;01;28-10-2025
BCO05POS0000181;BCO05MER0000181;5912;96650463467;02;0710;-24.1827;39.0376;01;02-10-2025
BCO05POS0000182;BCO05MER0000182;5732;66113817666;01;1004;-11.5095;33.1212;01;05-12-2025
BCO05POS0000183;BCO05MER0000183;5541;00813113840;01;0409;-24.9686;38.8641;01;16-11-2025
BCO05POS0000184;BCO05MER0000184;5992;75919841797;01;0504;-11.6050;38.4948;01;13-10-2025
BCO05POS0000185;BCO05MER0000185;5812;64273969808;01;0814;-25.1688;37.1738;01;18-03-2025
BCO05POS0000186;BCO05MER0000186;5411;27180604287;01;0903;-20.2322;36.3024;01;13-11-2025
BCO05POS0000187;BCO05MER0000187;5912;77102951885;02;0320;-24.0682;38.7627;03;25-08-2025
BCO05POS0000188;BCO05MER0000188;5812;15577567157;02;0513;-24.4560;31.5244;01;11-07-2025
BCO05POS0000189;BCO05MER0000189;7011;31564692209;01;0316;-17.5939;38.4958;01;19-05-2025
BCO05POS0000190;BCO05MER0000190;5411;85137405188;01;0311;-11.2811;33.7482;01;04-08-2025
BCO05POS0000191;BCO05MER0000191;4814;31652518459;01;0422;-13.5332;36.9609;01;11-11-2025
BCO05POS0000192;BCO05MER0000192;5691;94569018280;01;0505;-23.4815;31.2472;01;11-01-2025
BCO05POS0000193;BCO05MER0000193;5541;75242565933;02;0505;-18.4310;35.2352;01;21-08-2025
BCO05POS0000194;BCO05MER0000194;4814;71003074406;01;0320;-11.3946;30.7854;01;09-03-2025
BCO05POS0000195;BCO05MER0000195;5812;08057951026;01;1006;-15.7920;30.4443;01;25-07-2025
BCO05POS0000196;BCO05MER0000196;5411;07693952878;01;0417;-24.1728;32.4695;01;20-06-2025
BCO05POS0000197;BCO05MER0000197;5541;01963439125;02;0702;-16.7703;39.9635;01;05-02-2025
BCO05POS0000198;BCO05MER0000198;4111;63927233567;01;0217;-10.2881;39.0644;01;17-09-2025
BCO05POS0000199;BCO05MER0000199;4814;38920961000;01;0116;-14.1328;32.6898;01;01-05-2025
BCO05POS0000200;BCO05MER0000200;5732;45358094116;01;0602;-18.6130;35.3536;01;09-08-2025
