ID do Ponto;ID do Merchant;Merchant Category Code (MCC);NUIB do Merchant;Tipo de POS;Código do Distrito;Latitude;Longitude;Estado do POS;Data de última actualização do Estado
BCO08POS0000047;BCO08MER0000047;5411;70321955005;01;0317;-16.3866;30.9869;02;16-06-2025
BCO08POS0000048;BCO08MER0000048;4111;44234581588;01;0313;-12.6642;33.0105;03;17-04-2025
BCO08POS0000049;BCO08MER0000049;5732;20779248834;01;0103;-13.5472;34.4832;01;09-10-2025
BCO08POS0000050;BCO08MER0000050;7011;33152429159;01;0607;-15.7649;31.9296;02;21-09-2025
BCO08POS0000051;BCO08MER0000051;5541;79940643284;01;0318;-24.6436;30.1091;01;12-11-2025
BCO08POS0000052;BCO08MER0000052;5411;14169845568;01;0110;-19.9745;37.8554;01;09-11-2025
BCO08POS0000053;BCO08MER0000053;5812;20779248834;01;0103;-10.5084;39.6727;01;07-12-2025
BCO08POS0000054;BCO08MER0000054;5541;68684163821;01;0405;-18.0085;32.5882;01;26-05-2025
BCO08POS0000055;BCO08MER0000055;5992;72143393749;01;0308;-13.2990;36.5645;01;17-03-2025
BCO08POS0000056;BCO08MER0000056;5541;70055740293;01;0411;-12.3193;37.6092;01;30-06-2025
BCO08POS0000057;BCO08MER0000057;4111;79496723722;02;0911;-15.2653;31.8669;01;07-04-2025
BCO08POS0000058;BCO08MER0000058;7011;33152429159;01;0607;-20.3964;32.8238;01;02-09-2025
BCO08POS0000059;BCO08MER0000059;5732;38849232885;01;0103;-20.0198;35.8845;01;18-12-2025
BCO08POS0000060;BCO08MER0000060;5812;38750469379;02;0804;-14.4526;30.3378;01;25-07-2025
BCO08POS0000061;BCO08MER0000061;7011;95122531008;01;0106;-12.9027;31.2419;01;12-02-2025
BCO08POS0000062;BCO08MER0000062;4814;15571363239;01;0408;-10.5717;37.1894;01;28-04-2025
BCO08POS0000063;BCO08MER0000063;5411;07564083216;01;0314;-18.7601;37.1981;01;01-06-2025
BCO08POS0000064;BCO08MER0000064;5411;76560902589;01;0412;-19.9749;33.8499;01;09-01-2025
BCO08POS0000065;BCO08MER0000065;5812;71740545753;02;0802;-21.6779;30.3523;01;24-02-2025
BCO08POS0000066;BCO08MER0000066;5411;14169845568;01;0110;-10.2412;31.5815;01;27-10-2025
BCO08POS0000067;BCO08MER0000067;5912;83181521499;01;0401;-16.4961;36.0611;01;13-10-2025
BCO08POS0000068;BCO08MER0000068;5912;40778309488;01;0211;-17.4163;39.6394;01;28-09-2025
BCO08POS0000069;BCO08MER0000069;5812;60720082215;01;0301;-22.7814;33.8801;01;19-12-2025
BCO08POS0000070;BCO08MER0000070;5411;37325733756;01;0419;-20.8140;30.2002;01;09-02-2025
BCO08POS0000071;BCO08MER0000071;4111;08909373243;01;0706;-10.7169;34.2690;01;02-09-2025
BCO08POS0000072;BCO08MER0000072;9399;73568579575;01;0512;-21.2596;31.1388;01;17-09-2025
BCO08POS0000073;BCO08MER0000073;5691;39991967120;01;0901;-17.5569;34.4963;01;05-05-2025
BCO08POS0000074;BCO08MER0000074;5812;52902026243;01;0116;-16.0818;35.1407;01;18-06-2025
BCO08POS0000075;BCO08MER0000075;4814;62006334481;02;0610;-18.5047;39.1352;01;14-10-2025
BCO08POS0000076;BCO08MER0000076;5541;39885666000;01;0303;-19.1885;39.7884;01;13-01-2025
BCO08POS0000077;BCO08MER0000077;9399;19176294210;01;0813;-18.4268;38.1926;01;27-11-2025
BCO08POS0000078;BCO08MER0000078;5411;68975368886;01;1003;-19.1087;32.7611;01;13-06-2025
BCO08POS0000079;BCO08MER0000079;5812;68803402957;01;0702;-20.8284;39.3781;01;22-10-2025
BCO08POS0000080;BCO08MER0000080;5812;45061224428;02;0608;-10.5556;39.9873;01;26-06-2025
BCO08POS0000081;BCO08MER0000081;5541;07461145569;02;0414;-21.7911;35.1449;01;18-07-2025
BCO08POS0000082;BCO08MER0000082;5411;20543549646;01;0503;-12.2486;36.1942;01;03-04-2025
BCO08POS0000083;BCO08MER0000083;4814;30598710675;01;0307;-13.5515;33.2793;01;30-04-2025
BCO08POS0000084;BCO08MER0000084;5812;78685623550;01;0420;-19.4646;36.2300;01;25-01-2025
BCO08POS0000085;BCO08MER0000085;5812;85223895086;01;0903;-17.2855;30.0740;01;28-09-2025
BCO08POS0000086;BCO08MER0000086;5411;94977894781;01;0713;-10.8921;38.0049;01;25-06-2025
BCO08POS0000087;BCO08MER0000087;5411;98136160679;01;0704;-11.5590;36.9098;01;29-08-2025
BCO08POS0000088;BCO08MER0000088;5541;12598985454;02;0401;-13.6100;35.3132;01;20-06-2025
BCO08POS0000089;BCO08MER0000089;5411;11793688205;01;0314;-11.9009;31.9953;01;03-04-2025
BCO08POS0000090;BCO08MER0000090;9399;91677849346;02;0301;-13.2183;38.7784;01;03-11-2025
BCO08POS0000091;BCO08MER0000091;5812;70055740293;01;0411;-10.2249;35.8560;01;29-09-2025
BCO08POS0000092;BCO08MER0000092;5411;41381547564;02;1007;-20.9685;39.8130;01;18-11-2025
BCO08POS0000093;BCO08MER0000093;4814;23754594706;01;0409;-12.5734;39.3637;01;20-05-2025
BCO08POS0000094;BCO08MER0000094;4111;45138770568;01;0320;-20.7508;35.9491;01;22-03-2025
BCO08POS0000095;BCO08MER0000095;5411;07564083216;01;0314;-21.6138;33.0365;01;12-08-2025
BCO08POS0000096;BCO08MER0000096;9399;50771383379;01;1004;-12.7284;32.6371;01;19-08-2025
BCO08POS0000097;BCO08MER0000097;4814;10431761097;01;0706;-22.9584;35.6373;01;29-07-2025
BCO08POS0000098;BCO08MER0000098;5812;12618090451;01;0807;-25.1026;39.8967;01;02-08-2025
BCO08POS0000099;BCO08MER0000099;5541;96498057873;01;0410;-10.8465;32.8039;01;08-10-2025
BCO08POS0000100;BCO08MER0000100;4814;12598985454;01;0401;-16.2159;38.9937;01;22-03-2025
BCO08POS0000101;BCO08MER0000101;5732;27062391089;01;0308;-22.7270;30.4990;01;21-08-2025
BCO08POS0000102;BCO08MER0000102;5812;01260231684;01;0111;-22.3317;37.1548;01;19-06-2025
BCO08POS0000103;BCO08MER0000103;5812;97298369408;02;0709;-17.6850;31.9167;02;26-10-2025
BCO08POS0000104;BCO08MER0000104;5411;04775310643;01;1001;-15.3354;31.2116;01;26-11-2025
BCO08POS0000105;BCO08MER0000105;5411;11120874541;02;0211;-19.9462;34.3675;01;17-03-2025
BCO08POS0000106;BCO08MER0000106;5992;86921595967;02;0502;-18.5551;37.1551;01;21-09-2025
BCO08POS0000107;BCO08MER0000107;5541;61471784637;01;0413;-22.1700;31.5515;01;13-03-2025
BCO08POS0000108;BCO08MER0000108;5732;47839436087;01;0313;-25.9218;30.1534;01;14-09-2025
BCO08POS0000109;BCO08MER0000109;5812;93579596212;01;0212;-17.4575;31.9628;01;07-11-2025
BCO08POS0000110;BCO08MER0000110;5411;00304801517;01;0320;-23.2016;32.5333;01;25-04-2025
BCO08POS0000111;BCO08MER0000111;5541;93154266061;01;0418;-19.0092;32.4165;01;12-12-2025
BCO08POS0000112;BCO08MER0000112;5411;75248826909;01;0712;-25.1381;38.0815;01;02-08-2025
BCO08POS0000113;BCO08MER0000113;5411;28578193490;01;0702;-11.1404;31.3166;01;18-10-2025
BCO08POS0000114;BCO08MER0000114;5812;68239701925;01;0313;-12.4752;37.5418;01;14-02-2025
BCO08POS0000115;BCO08MER0000115;4111;80726240209;01;0408;-20.0307;37.4985;01;02-08-2025
BCO08POS0000116;BCO08MER0000116;7011;37866365072;01;0319;-12.6436;35.4587;04;09-01-2025
BCO08POS0000117;BCO08MER0000117;5732;42431175126;01;0603;-21.0368;35.0345;01;18-07-2025
BCO08POS0000118;BCO08MER0000118;5732;08226086863;01;0601;-17.1288;34.9638;02;25-12-2025
BCO08POS0000119;BCO08MER0000119;5812;68289099258;01;0603;-16.5715;38.5000;01;18-03-2025
BCO08POS0000120;BCO08MER0000120;5812;99957620561;01;0804;-11.6360;35.3946;01;05-08-2025
